,train loss,val loss
0,2.156757354736328,1.6887824535369873
1,1.5569766759872437,1.3589729070663452
2,1.2878694534301758,1.2008024454116821
3,1.117303729057312,1.0805245637893677
4,0.9989994168281555,0.9942227005958557
5,0.9125751852989197,1.0022536516189575
6,0.8454322218894958,0.7674245238304138
7,0.7911103963851929,0.7619364261627197
8,0.7483247518539429,0.8039430379867554
9,0.7111287117004395,0.6647459268569946
10,0.6796551942825317,0.6491649746894836
11,0.6517941951751709,0.8221102952957153
12,0.6265097260475159,0.7883936166763306
13,0.6046382784843445,0.6139050722122192
14,0.5833685398101807,0.6411915421485901
15,0.5644571781158447,0.5763506889343262
16,0.5464992523193359,0.558982789516449
17,0.5298040509223938,0.5534873008728027
18,0.5130462646484375,0.5308363437652588
19,0.49919217824935913,0.5465688109397888
